2018/1/13,色彩捕快：用语言描绘斑斓的世界,宝宝获得：口头语言理解，观察力,"这个活动，将让宝宝加强口头表达；同时还能锻炼宝宝的观察力。
风雨天出不了门？这个活动就很适合在家玩起来啦。"
2018/1/13,色彩捕快：用语言描绘斑斓的世界,小小侦探眼力高,"![](http://pics.ibrainbaby.cn/heiha.jpeg)

嘿嘿，看看你往哪里跑？"
2018/1/13,色彩捕快：用语言描绘斑斓的世界,你需要准备,"- 一枚空白骰子（原木的、泡沫的、或宝宝的旧玩具布骰子），每一面写上一个表示「色彩」的单词。
- 一个收纳篮

![](http://pics.ibrainbaby.cn/pic.006.jpg)

"
2018/1/13,色彩捕快：用语言描绘斑斓的世界,步骤1：概览,先在家逛一逛，看一看，留意家中各种物品的颜色，做到心中有数。
2018/1/13,色彩捕快：用语言描绘斑斓的世界,步骤2：丢骰子,丢骰子。丢到哪个颜色，孩子要取来带有对应颜色的物品，放入篮子，并要说出「这一块积木是绿色的」「超人全身穿着红色连体衣！」等。 
2018/1/13,色彩捕快：用语言描绘斑斓的世界,步骤3：小胜利,"3～5回合后，计算篮子里头的战利品，给孩子一个鼓励的拥抱吧！
同时你也了解到：孩子是否掌握了「颜色」的词汇？

![](http://pics.ibrainbaby.cn/pic.005.jpg)
"
2018/1/13,色彩捕快：用语言描绘斑斓的世界,步骤4：捕猎色彩,换宝宝丢骰子，由妈妈来「捕猎」家中带有此色彩的家具或装饰，例如窗帘、沙发、壁画、落地灯，迅速站到面前。
2018/1/13,色彩捕快：用语言描绘斑斓的世界,步骤5：进入细节,"参照实物，引导宝宝扩展叙述、描述细节。例如：
「你看，我们家的窗帘是深蓝色的，上面还点缀着银白色的小星星哪」
「这幅画远远望去是棕色、黄色的；再凑近瞧瞧，你还能看到什么呀？……」
"
2018/1/13,色彩捕快：用语言描绘斑斓的世界,小提醒,"1. 如果两个孩子一块儿玩，互相较劲儿可能会让他们更兴奋！万一孩子争抢同一物品，那么判定标准则是：看看谁的描述能加具体、细致、生动？
2. 不要轻易打断或急着纠正，即便他的表述在你听来并不那么准确。倾听孩子稚嫩澄净语言，有时候反而给你带来小惊喜呢！"
2018/1/13,色彩捕快：用语言描绘斑斓的世界,学点脑科学,"你的宝宝渴望能运用语言对世界进行描摹，他会对语言中新奇的部分尤其敏感，也会兴致勃勃地利用「社会—背景」线索去破解新单词。
如果掌握了足够多鲜活的词汇，没过多久，你会发现他已经能讲出许多复杂句子、绘声绘色地讲述每一天的活动了！"
,,,
2018/1/14,宝宝害怕打针？试试这个游戏！,宝宝获得：面对打针的勇气,宝宝怕打针，你的第一反应往往是告诉他：「不要怕。」坚定的态度能让宝宝更安心。但他的感受也希望能被你接纳：害怕是正常的，哭一哭没关系。害怕就像小王子的狐狸，叫出名字，就能驯服它。![情绪课程图片.002](http://pics.ibrainbaby.cn/emotion002.jpg)
2018/1/14,宝宝害怕打针？试试这个游戏！,你需要准备,"* 蜡笔1根（假装针筒）；
* 棉签若干（止血用；如果没有，纸巾也行）；
* 动物玩具2个（其他布偶也可以）。"
2018/1/14,宝宝害怕打针？试试这个游戏！,步骤1：宝宝医生出场,"告诉宝宝，天气冷，动物们都生病了，怎么办？让宝宝当医生

![情绪课程图片.003](http://pics.ibrainbaby.cn/emotion003.jpg)"
2018/1/14,宝宝害怕打针？试试这个游戏！,步骤2：动物病人排队,"让动物们排好队，等待宝宝医生打针。你排在队尾，替动物们配音。
![情绪课程图片.004](http://pics.ibrainbaby.cn/emotion004.jpg)
"
2018/1/14,宝宝害怕打针？试试这个游戏！,步骤3：动物病人跑啦！,"动物们都不想打针，怕疼。如果宝宝想打，你带着动物逃跑，挣扎几个回合，再让宝宝打到。
![情绪课程图片.005](http://pics.ibrainbaby.cn/emotion005.jpg)

"
2018/1/14,宝宝害怕打针？试试这个游戏！,步骤4：安抚病人,"假装动物手上流血了，哭着说：「好疼，像被小蚂蚁咬了一口。」跟宝宝要止血的棉签。请宝宝医生安慰一下。
![情绪课程图片.006](http://pics.ibrainbaby.cn/emotion006.jpg)"
