2018/1/13,孩子，送你一张语言游乐场的入场券,多彩的语言游乐场,"注意观察宝宝，你会发现：
宝宝听见一个从未听过的词汇，就会露出好奇的表情；如果你叫宝宝做一件简单的事情，他弄懂意思并完成了，会有莫大的满足感！讲故事的时候，他眨巴着亮晶晶的眼睛，好像正在思量着：这到底是什么意思哪？
只有我们人类能够运用语言来讲述故事、描摹世界，怎不叫人向往？你的宝宝正准备一脚踏入这多彩的语言游乐场，跃跃欲试！
"
2018/1/13,孩子，送你一张语言游乐场的入场券,"观摩和参与一样有趣
","宝宝说出来的话，可能还是以名词、动词为主，但他们已经准备好接收更多的形容词、副词、代词啦。
这好比一幅画，孩子要观摩多样的笔法和细节，对作品的欣赏才更深刻。同样，如果孩子平时能听到细致的描绘，那么孩子内心的世界图景，也变得丰盛多彩。
"
2018/1/13,孩子，送你一张语言游乐场的入场券,"让语言与生活实景对应
",日常生活之中，孩子不断接触到语言，不管是听到声音，像是语音导航、电视对白、流行歌曲；还是看到文字，比如菜单、路标、商店招牌……看得多了、听得多了，孩子学会在生活中逐步把声音和物品、文字和物品对应起来，他所能理解的话也就越来越多。
2018/1/13,孩子，送你一张语言游乐场的入场券,"通向语言「游乐场」的阶梯
","「你说的这句话，是什么意思？」在宝宝还没能理解的时候，他们会聪明地选择其他线索来探索，玩起「猜猜猜」的游戏。
比如说，宝宝如果还不能理解「左、右」方向，但通过试探、游戏，比如在「宝宝，我们往左跳一步」的指令，跟随大人的示范玩几回，几番下来他就懂得了。
有韵律的句子就像叮叮咚咚的音乐，也能引起宝宝把玩的兴趣。平时生活的用语较少会出现「押韵」的语句，但我们可以用童谣、儿歌，来搭建语言游乐场。徜徉其中，宝宝既领会音韵之美，也汲取独特的文化趣味。
"
2018/1/13,孩子，送你一张语言游乐场的入场券,"更多步梯，更好理解
","「这是什么意思呢？」帮助宝宝理解语言的线索有：
- 肢体
- 游戏
- 生活

爸爸妈妈平时跟宝宝说话时，特别是涉及比较复杂的表达，就可以多用场景、动作还有宝宝喜欢的游戏，来引发兴趣、促进理解。
具体怎么做呢？这里就有几个在家就能玩的小游戏，设计重点是提升宝宝理解语言的能力，同时也锻炼宝宝的观察力、空间感、规则感，玩起来吧！
"
2018/1/14,声音捕手：捉住童谣的节奏,宝宝获得：感受语言律动,"这个活动，让孩子在温馨愉悦的亲子互动中，感受到语言的律动和节奏，同时锻炼了反应力、想象力。
"
2018/1/14,声音捕手：捉住童谣的节奏,"抓住你啦！
","
![](http://pics.ibrainbaby.cn/pic.007.jpg)

宝宝化身为机敏的小捕手"
2018/1/14,声音捕手：捉住童谣的节奏,你需要准备,几首尾音押韵的童谣
2018/1/14,声音捕手：捉住童谣的节奏,步骤1:预告玩法,跟宝宝「预告」玩法：童谣里的每一字也都是调皮的小孩，特别是最后一个字，总是想要偷溜走！但是少了它也不成。宝宝可以帮忙抓住它吗？
2018/1/14,声音捕手：捉住童谣的节奏,步骤2：读童谣,"妈妈用轻快的语调，读童谣给宝宝听。
一边读一边提示宝宝可以用双手，适时地做出「抓捕」的动作。"
2018/1/14,声音捕手：捉住童谣的节奏,步骤3：示范“捉”,"妈妈先示范一次。这首歌谣宝宝一定会喜欢：

![](http://pics.ibrainbaby.cn/pic.008.jpg)

妈妈在读或唱的时候，特意将最后一个字读得重一点儿，然后用手模仿「抓」的动作，宝宝就能 get 到玩法啦。"
2018/1/14,声音捕手：捉住童谣的节奏,步骤4：一起嗨,"如果宝宝的语言能力跟得上，这时候你还可以尝试续编上几句。以这首歌谣为例：

![](http://pics.ibrainbaby.cn/pic.009.jpg)


那么你可以这么接：

![](http://pics.ibrainbaby.cn/pic.010.jpg)

"
2018/1/14,声音捕手：捉住童谣的节奏,小提醒,"1. 宝宝如果兴致勃勃地跟着你也来编歌谣，很可能是并不押韵的哦。毕竟他的词汇量还小，对音韵的感知也还在发展中。你的主要目的是要调动起他运用语言去表达的兴趣呀，不是吗？
2. 即兴创编的环节，可以带着宝宝起身逛逛，随机看见什么东西，往往灵感就来了。
"
2018/1/14,声音捕手：捉住童谣的节奏,学点脑科学,美国西北大学2013年的一项研究发现，节奏感最好的学生，大脑神经对声音的反应也最佳。当人们在做语言交流时，对声音敏锐度较高的人，搜寻大脑资料库的速度也较快，所以可以快速理解对方谈话的内容。同样，声音敏锐度较高的人在阅读时，大脑记忆搜寻的速度也较快，所以理解能力更好。
,,,
2018/1/15,色彩捕快：用语言描绘斑斓的世界,宝宝获得：口头语言理解、观察力,"这个活动，将让宝宝加强口头表达；同时还能锻炼宝宝的观察力。
风雨天出不了门？这个活动就很适合在家玩起来啦。
"
2018/1/15,色彩捕快：用语言描绘斑斓的世界,小小侦探眼力高,"![](http://pics.ibrainbaby.cn/heiha.jpeg)

嘿嘿，看看你往哪里跑？
"
2018/1/15,色彩捕快：用语言描绘斑斓的世界,你需要准备,"- 一枚空白骰子（原木的、泡沫的、或宝宝的旧玩具布骰子），每一面写上一个表示「色彩」的单词。
- 一个收纳篮

![](http://pics.ibrainbaby.cn/pic.006.jpg)

"
2018/1/15,色彩捕快：用语言描绘斑斓的世界,步骤1：概览,先在家逛一逛，看一看，留意家中各种物品的颜色，做到心中有数。
2018/1/15,色彩捕快：用语言描绘斑斓的世界,步骤2：丢骰子,"丢到哪个颜色，孩子要取来带有对应颜色的物品，放入篮子，并要说出「这一块积木是绿色的」「超人全身穿着红色连体衣！」等。 
"
2018/1/15,色彩捕快：用语言描绘斑斓的世界,步骤3：小胜利,"3～5回合后，计算篮子里头的战利品，给孩子一个鼓励的拥抱吧！
同时你也了解到：孩子是否掌握了「颜色」的词汇？

![](http://pics.ibrainbaby.cn/pic.005.jpg)
"
2018/1/15,色彩捕快：用语言描绘斑斓的世界,步骤4：捕猎色彩,换宝宝丢骰子，由妈妈来「捕猎」家中带有此色彩的家具或装饰，例如窗帘、沙发、壁画、落地灯，迅速站到面前。
2018/1/15,色彩捕快：用语言描绘斑斓的世界,步骤5：进入细节,"照实物，引导宝宝扩展叙述、描述细节。例如：
「你看，我们家的窗帘是深蓝色的，上面还点缀着银白色的小星星哪」
「这幅画远远望去是棕色、黄色的；再凑近瞧瞧，你还能看到什么呀？……」"
2018/1/15,色彩捕快：用语言描绘斑斓的世界,小提醒,"1. 如果两个孩子一块儿玩，互相较劲儿可能会让他们更兴奋！万一孩子争抢同一物品，那么判定标准则是：看看谁的描述能加具体、细致、生动？
2. 不要轻易打断或急着纠正，即便他的表述在你听来并不那么准确。倾听孩子稚嫩澄净语言，有时候反而给你带来小惊喜呢！
"
2018/1/15,色彩捕快：用语言描绘斑斓的世界,学点脑科学,"你的宝宝渴望能运用语言对世界进行描摹，他会对语言中新奇的部分尤其敏感，也会兴致勃勃地利用「社会—背景」线索去破解新单词。
如果掌握了足够多鲜活的词汇，没过多久，你会发现他已经能讲出许多复杂句子、绘声绘色地讲述每一天的活动了！"
2018/1/16,迷宫迷宫走出来,宝宝获得：理解口头指令，空间感,这个活动能锻炼孩子理解口头指令、听从指令的能力，并通过身体的运动，提高本体知觉。
2018/1/16,迷宫迷宫走出来,如何走出迷宫？,"

仔细听好指令喏！语言是你破解的令牌。
"
2018/1/16,迷宫迷宫走出来,你需要准备,"拼接式爬行垫，纸盒子，宝宝喜欢的玩具
![](http://pics.ibrainbaby.cn/pic.001.jpg)
"
2018/1/16,迷宫迷宫走出来,步骤1：布置小径,"
用地垫在地板上排列出曲折的路径。并在终点处摆上宝宝喜欢的玩具或玩偶（放在盒子里）
"
2018/1/16,迷宫迷宫走出来,步骤2：启程,"请宝宝穿上防滑袜，用丝巾将宝宝的眼睛蒙上。

![](http://pics.ibrainbaby.cn/pic.003.jpg)
"
2018/1/16,迷宫迷宫走出来,步骤3：到达终点！,"发出口头的指令，让宝宝注意听、正确执行。
宝宝终于走到终点，请他打开盒子，并给他一个鼓励的拥抱吧！

![](http://pics.ibrainbaby.cn/pic.004.jpg)"
2018/1/16,迷宫迷宫走出来,步骤4：调换位置,这回轮到妈妈来走、宝宝发布指令。
2018/1/16,迷宫迷宫走出来,小提醒,"1. 如果宝宝对蒙上眼睛感到不安，可以牵着宝宝的手，并一边重复提示：「我们现在要转向右转……走大概四步」。
2. 宝宝在反复试验中，领会能力会越来越好。特别是在宝宝发布指令的环节里，你就可能看到宝宝是否掌握了「左右」方向的对应关系啦！
"
2018/1/16,迷宫迷宫走出来,学点脑科学,"本体知觉就是对自己身体的一种整体感觉，孩子可以通过这种感觉，对身体进行操控。本体觉就好像存在于我们大脑中的一幅感觉地图，有了它，即使不能听、不能看，我们也可以对身体有一个准确地掌握。

两岁半以上的宝宝，一般能够对物体的大小、形状、上下、前后、左右、远近产生准确的空间概念了，并伴随语言理解能力和运动技能的提升，他们通过运动更多地感知空间方位、理解空间、表述空间。"
,,,
2018/1/17,魔镜魔镜我不听,宝宝获得：口头语言理解，抑制控制能力,"宝宝平时喜欢做什么动作呢？见着沙发就爱上去弹弹跳跳、还是在床上玩「驴打滚」，从宝宝平时熟悉也喜欢的动作开始，既让宝宝能练习语言理解、还满足了一把当「小叛逆」的愿望！
"
2018/1/17,魔镜魔镜我不听,满足宝宝的「小逆反」,"
![](http://pics.ibrainbaby.cn/pic.012.jpg)

眼看小家伙越来越有主见，那么就让孩子「叛逆」一把！"
2018/1/17,魔镜魔镜我不听,你需要准备,在纸片上写上动作指令。事先准备好，以免正玩得高兴卡壳咯。
2018/1/17,魔镜魔镜我不听,步骤1：准备动作,空白纸片/卡片，事先准备4～6个宝宝能做、常做的动作，例如：蹲下去、点点头、挥挥左手、眨眨右眼，以及——不要动！
2018/1/17,魔镜魔镜我不听,步骤2：进入情境,"
跟宝宝说，有一面神奇的魔镜，它说往东、你得往西；它说站起来，你要蹲下去！总之，要做出与它的指令相反的动作来。

![](http://pics.ibrainbaby.cn/pic.011.jpg)"
2018/1/17,魔镜魔镜我不听,步骤3：示范解说,爸爸妈妈可以先示范一轮。一方抽卡说出动作，另一方做出相反动作。
2018/1/17,魔镜魔镜我不听,步骤4：开始玩啦,"根据指令相反动作。妈妈喊「蹲下去」，宝宝站起来或或保持站姿；妈妈喊「不要动」，宝宝就随意地动来动去。
"
2018/1/17,魔镜魔镜我不听,步骤5：宝宝来指挥,轮到宝宝来发布指令，妈妈做动作。可以随意发挥，做一些滑稽的动作，逗宝宝哈哈大笑，爱上这游戏！
